Unnamed: 0,loan_percent_income,person_income,loan_intent,loan_grade,loan_int_rate,person_age,loan_amnt,default,predicted_default_prob,loan_status_text,past_default_text
3113,0.25,35500,EDUCATION,A,7.49,23,9000,0,0.05910762231691426,Оплачен,Нет дефолтов в БКИ
3114,0.41,35500,DEBTCONSOLIDATION,A,11.011694892245036,24,14500,0,0.7296403574018824,Оплачен,Нет дефолтов в БКИ
3115,0.17,20400,VENTURE,A,6.99,22,3500,0,0.0007380073800738007,Оплачен,Нет дефолтов в БКИ
3116,0.11,35500,EDUCATION,C,12.53,22,4000,0,0.1023500011146409,Оплачен,Нет дефолтов в БКИ
3117,0.08,35500,MEDICAL,C,11.28,23,3000,0,0.1553745467770446,Оплачен,Были дефолты в БКИ
3118,0.16,21600,MEDICAL,D,11.011694892245036,22,3500,1,0.702161157762057,Дефолт,Нет дефолтов в БКИ
3119,0.16,21600,DEBTCONSOLIDATION,A,7.51,21,3500,0,0.12323186990904844,Оплачен,Нет дефолтов в БКИ
3120,0.16,22292,DEBTCONSOLIDATION,D,16.49,22,3500,1,0.7953666907673047,Дефолт,Нет дефолтов в БКИ
3121,0.2,29554,DEBTCONSOLIDATION,A,5.42,22,5775,1,0.14234942998230254,Дефолт,Нет дефолтов в БКИ
3122,0.15,23000,DEBTCONSOLIDATION,B,10.37,22,3500,0,0.1503495225723232,Оплачен,Нет дефолтов в БКИ
3123,0.28,35640,DEBTCONSOLIDATION,C,13.49,24,10000,0,0.12278142883812507,Оплачен,Были дефолты в БКИ
3124,0.15,24000,HOMEIMPROVEMENT,D,15.65,24,3500,1,0.8456433281256821,Дефолт,Были дефолты в БКИ
3125,0.24,35808,EDUCATION,A,7.51,23,8700,0,0.06834020898432132,Оплачен,Нет дефолтов в БКИ
3126,0.15,24000,VENTURE,B,10.71,26,3500,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
3127,0.14,24240,VENTURE,B,9.99,22,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3128,0.17,35900,PERSONAL,C,15.27,22,6000,0,0.24314211854508913,Оплачен,Нет дефолтов в БКИ
3129,0.13,26000,DEBTCONSOLIDATION,A,6.91,23,3500,0,0.07588014030190524,Оплачен,Нет дефолтов в БКИ
3130,0.13,26400,EDUCATION,C,15.27,22,3500,0,0.08906409678240654,Оплачен,Нет дефолтов в БКИ
3131,0.13,26400,DEBTCONSOLIDATION,A,8.49,21,3500,1,0.11546131366787829,Дефолт,Нет дефолтов в БКИ
3132,0.32,36000,EDUCATION,C,13.49,22,11625,0,0.7045974658400013,Оплачен,Нет дефолтов в БКИ
3133,0.13,27600,VENTURE,B,10.99,25,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3134,0.12,28800,VENTURE,A,11.011694892245036,22,3500,0,0.024643975787446315,Оплачен,Нет дефолтов в БКИ
3135,0.31,36000,EDUCATION,B,12.69,23,11300,0,0.7634400210588254,Оплачен,Нет дефолтов в БКИ
3136,0.12,30000,PERSONAL,A,7.9,21,3500,0,0.1541927566411791,Оплачен,Нет дефолтов в БКИ
3137,0.12,30000,MEDICAL,A,5.99,24,3500,0,0.03809533408084074,Оплачен,Нет дефолтов в БКИ
3138,0.12,30000,VENTURE,C,14.22,22,3500,1,0.269747288797353,Дефолт,Нет дефолтов в БКИ
3139,0.12,30000,MEDICAL,C,13.92,22,3500,0,0.15227672683081245,Оплачен,Нет дефолтов в БКИ
3140,0.51,36000,PERSONAL,A,7.9,22,18500,0,0.6292114572017512,Оплачен,Нет дефолтов в БКИ
3141,0.12,30000,VENTURE,B,11.011694892245036,26,3500,0,0.009010511887494747,Оплачен,Нет дефолтов в БКИ
3142,0.12,30000,VENTURE,A,11.011694892245036,21,3500,0,0.043088718329898364,Оплачен,Нет дефолтов в БКИ
3143,0.11,31200,MEDICAL,A,6.92,25,3500,0,0.051850017244193226,Оплачен,Нет дефолтов в БКИ
3144,0.14,36000,VENTURE,B,9.91,24,5200,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3145,0.11,33000,MEDICAL,B,11.71,21,3500,0,0.21362300636494896,Оплачен,Нет дефолтов в БКИ
3146,0.11,33000,VENTURE,B,10.25,26,3500,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3147,0.1,34000,DEBTCONSOLIDATION,C,14.27,22,3500,0,0.4396500213726469,Оплачен,Были дефолты в БКИ
3148,0.33,36000,MEDICAL,B,11.71,22,12000,0,0.7890509012936204,Оплачен,Нет дефолтов в БКИ
3149,0.14,36000,MEDICAL,A,8.9,25,5100,0,0.058575859748961845,Оплачен,Нет дефолтов в БКИ
3150,0.1,34200,MEDICAL,C,12.84,26,3500,0,0.12734230953169262,Оплачен,Нет дефолтов в БКИ
3151,0.1,35000,EDUCATION,A,6.99,24,3500,0,0.01757873611608178,Оплачен,Нет дефолтов в БКИ
3152,0.1,35000,MEDICAL,B,9.62,21,3500,0,0.045386788596111186,Оплачен,Нет дефолтов в БКИ
3153,0.16,36000,VENTURE,A,7.9,24,5600,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3154,0.1,35000,PERSONAL,B,11.58,25,3500,0,0.08906409678240654,Оплачен,Нет дефолтов в БКИ
3155,0.1,35000,DEBTCONSOLIDATION,C,12.53,21,3500,0,0.10200467612786779,Оплачен,Были дефолты в БКИ
3156,0.1,35100,EDUCATION,A,5.79,21,3500,0,0.01757873611608178,Оплачен,Нет дефолтов в БКИ
3157,0.1,35500,EDUCATION,B,10.99,23,3500,0,0.05865109947624449,Оплачен,Нет дефолтов в БКИ
3158,0.1,36000,VENTURE,A,6.62,25,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3159,0.03,36000,MEDICAL,B,12.42,21,1000,0,0.035284520571442574,Оплачен,Нет дефолтов в БКИ
3160,0.15,36000,EDUCATION,A,11.011694892245036,22,5250,0,0.06031491351471794,Оплачен,Нет дефолтов в БКИ
3161,0.12,30000,MEDICAL,B,11.49,23,3500,1,0.2031137752835937,Дефолт,Нет дефолтов в БКИ
3162,0.09,38000,VENTURE,B,10.59,21,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3163,0.14,36000,PERSONAL,A,6.03,26,5175,0,0.03279598442007693,Оплачен,Нет дефолтов в БКИ
3164,0.09,38400,EDUCATION,C,13.99,22,3500,0,0.0692689771397064,Оплачен,Нет дефолтов в БКИ
3165,0.09,39000,MEDICAL,B,9.91,22,3500,0,0.19559838046912165,Оплачен,Нет дефолтов в БКИ
3166,0.09,39336,VENTURE,A,5.42,22,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3167,0.09,40000,EDUCATION,A,7.9,24,3500,0,0.0328157021268877,Оплачен,Нет дефолтов в БКИ
3168,0.09,40000,VENTURE,B,11.99,23,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3169,0.09,40000,PERSONAL,C,13.23,23,3500,0,0.039304414915859356,Оплачен,Были дефолты в БКИ
3170,0.09,40000,VENTURE,B,11.011694892245036,24,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3171,0.1,36000,PERSONAL,D,16.77,24,3600,0,0.42023750540840676,Оплачен,Были дефолты в БКИ
3172,0.27,30000,DEBTCONSOLIDATION,A,6.62,26,8000,1,0.26953271238780924,Дефолт,Нет дефолтов в БКИ
3173,0.09,41000,EDUCATION,B,10.75,21,3500,0,0.11155208259841265,Оплачен,Нет дефолтов в БКИ
3174,0.22,36000,PERSONAL,B,10.65,24,8000,0,0.11031964058333159,Оплачен,Нет дефолтов в БКИ
3175,0.08,42000,VENTURE,A,5.42,25,3500,0,0.0,Оплачен,Нет дефолтов в БКИ
3176,0.16,30000,DEBTCONSOLIDATION,B,10.65,23,4800,1,0.2129183007500365,Дефолт,Нет дефолтов в БКИ
3177,0.08,42000,PERSONAL,B,10.74,26,3500,0,0.14734744100575162,Оплачен,Нет дефолтов в БКИ
3178,0.08,42000,DEBTCONSOLIDATION,B,10.37,21,3500,0,0.15018061845257033,Оплачен,Нет дефолтов в БКИ
3179,0.2,36000,MEDICAL,A,6.03,22,7275,0,0.02953569304559826,Оплачен,Нет дефолтов в БКИ
3180,0.41,36000,HOMEIMPROVEMENT,A,6.62,24,14775,0,0.34690240558661617,Оплачен,Нет дефолтов в БКИ
3181,0.08,42000,PERSONAL,A,11.011694892245036,24,3500,0,0.14914082197560316,Оплачен,Нет дефолтов в БКИ
3182,0.11,36000,PERSONAL,A,11.011694892245036,26,4000,0,0.10379863572087818,Оплачен,Нет дефолтов в БКИ
3183,0.08,42500,EDUCATION,C,12.61,26,3500,0,0.11981833268819213,Оплачен,Были дефолты в БКИ
3184,0.08,42500,EDUCATION,B,11.86,21,3500,0,0.10244116965752974,Оплачен,Нет дефолтов в БКИ
3185,0.03,36000,MEDICAL,B,9.99,22,1000,0,0.03651050881491882,Оплачен,Нет дефолтов в БКИ
3186,0.08,44000,EDUCATION,B,12.69,24,3500,0,0.2697194035265887,Оплачен,Нет дефолтов в БКИ
3187,0.08,45000,EDUCATION,B,10.59,23,3500,0,0.030433537990211014,Оплачен,Нет дефолтов в БКИ
3188,0.09,39000,EDUCATION,B,11.86,23,3500,1,0.1865392264194793,Дефолт,Нет дефолтов в БКИ
3189,0.08,45000,MEDICAL,B,12.53,22,3500,0,0.0356118050506221,Оплачен,Нет дефолтов в БКИ
3190,0.4,30000,HOMEIMPROVEMENT,A,5.99,25,12000,1,0.6955788792810443,Дефолт,Нет дефолтов в БКИ
3191,0.07,47000,MEDICAL,B,9.99,25,3500,0,0.06573075458863405,Оплачен,Нет дефолтов в БКИ
3192,0.23,36000,MEDICAL,A,5.99,25,8400,0,0.04221867493326316,Оплачен,Нет дефолтов в БКИ
3193,0.33,30000,MEDICAL,D,15.99,24,10000,1,0.9410804459282758,Дефолт,Были дефолты в БКИ
3194,0.16,36000,MEDICAL,A,7.49,25,5600,0,0.045220136849869294,Оплачен,Нет дефолтов в БКИ
3195,0.19,36000,PERSONAL,A,7.49,26,7000,0,0.06350652553584848,Оплачен,Нет дефолтов в БКИ
3196,0.07,47496,DEBTCONSOLIDATION,B,12.69,23,3500,0,0.12194754689825234,Оплачен,Нет дефолтов в БКИ
3197,0.07,48000,DEBTCONSOLIDATION,C,13.98,23,3500,0,0.13677816582449587,Оплачен,Нет дефолтов в БКИ
3198,0.07,48000,DEBTCONSOLIDATION,C,13.16,25,3500,0,0.11893816343077412,Оплачен,Нет дефолтов в БКИ
3199,0.06,36000,EDUCATION,B,11.49,23,2000,0,0.07628505840863792,Оплачен,Нет дефолтов в БКИ
3200,0.07,48562,VENTURE,A,8.0,23,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3201,0.07,50000,VENTURE,B,11.011694892245036,22,3500,0,0.0,Оплачен,Нет дефолтов в БКИ
3202,0.34,36000,EDUCATION,B,11.011694892245036,22,12375,0,0.5987534418781861,Оплачен,Нет дефолтов в БКИ
3203,0.07,50250,VENTURE,A,7.14,22,3500,0,0.0,Оплачен,Нет дефолтов в БКИ
3204,0.07,51996,PERSONAL,B,9.62,22,3500,0,0.046252738193603794,Оплачен,Нет дефолтов в БКИ
3205,0.31,36000,EDUCATION,B,11.011694892245036,23,11000,0,0.6346172465542127,Оплачен,Нет дефолтов в БКИ
3206,0.08,45996,PERSONAL,B,12.21,24,3500,1,0.12066921809066448,Дефолт,Нет дефолтов в БКИ
3207,0.07,52000,DEBTCONSOLIDATION,A,7.68,24,3500,0,0.03989547966844551,Оплачен,Нет дефолтов в БКИ
3208,0.07,52692,EDUCATION,C,12.23,23,3500,0,0.11569369208670062,Оплачен,Были дефолты в БКИ
3209,0.39,36000,PERSONAL,C,12.99,23,14000,0,0.6672304879877702,Оплачен,Были дефолты в БКИ
3210,0.06,54084,HOMEIMPROVEMENT,B,9.25,25,3500,0,0.15233131835616318,Оплачен,Нет дефолтов в БКИ
3211,0.08,36000,PERSONAL,A,6.99,21,2800,0,0.07499673364561191,Оплачен,Нет дефолтов в БКИ
3212,0.44,30000,HOMEIMPROVEMENT,C,13.99,21,13250,1,0.7791916218700121,Дефолт,Нет дефолтов в БКИ
3213,0.06,55000,DEBTCONSOLIDATION,B,8.88,24,3500,0,0.03481978780326884,Оплачен,Нет дефолтов в БКИ
3214,0.06,55000,MEDICAL,B,9.99,22,3500,0,0.03234160203028128,Оплачен,Нет дефолтов в БКИ
3215,0.06,56000,DEBTCONSOLIDATION,C,11.011694892245036,23,3500,0,0.12400361805576021,Оплачен,Были дефолты в БКИ
3216,0.06,57000,EDUCATION,C,12.61,22,3500,0,0.07277990524818867,Оплачен,Были дефолты в БКИ
3217,0.07,51000,DEBTCONSOLIDATION,D,13.24,26,3500,1,0.8122992273507738,Дефолт,Были дефолты в БКИ
3218,0.06,58000,HOMEIMPROVEMENT,A,8.59,26,3500,0,0.09488557698800697,Оплачен,Нет дефолтов в БКИ
3219,0.06,59000,MEDICAL,A,8.9,24,3500,0,0.3226463794167455,Оплачен,Нет дефолтов в БКИ
3220,0.06,60000,VENTURE,A,5.42,22,3500,0,0.0,Оплачен,Нет дефолтов в БКИ
3221,0.17,36000,DEBTCONSOLIDATION,A,7.42,22,5975,0,0.07087339364979232,Оплачен,Нет дефолтов в БКИ
3222,0.06,60000,EDUCATION,B,11.86,24,3500,0,0.0367814969822854,Оплачен,Нет дефолтов в БКИ
3223,0.18,36000,EDUCATION,A,5.42,24,6500,0,0.02183217179096384,Оплачен,Нет дефолтов в БКИ
3224,0.2,36000,PERSONAL,A,5.42,23,7200,0,0.023845284728446527,Оплачен,Нет дефолтов в БКИ
3225,0.11,36000,DEBTCONSOLIDATION,A,5.99,21,4000,0,0.06708822065198246,Оплачен,Нет дефолтов в БКИ
3226,0.15,36000,MEDICAL,A,7.49,25,5300,0,0.040936313743227024,Оплачен,Нет дефолтов в БКИ
3227,0.06,56400,DEBTCONSOLIDATION,D,15.62,25,3500,1,0.8266356347475459,Дефолт,Нет дефолтов в БКИ
3228,0.1,36000,MEDICAL,A,11.011694892245036,22,3500,0,0.07851790381518173,Оплачен,Нет дефолтов в БКИ
3229,0.05,63816,EDUCATION,B,9.63,23,3500,0,0.09411912500073608,Оплачен,Нет дефолтов в БКИ
3230,0.05,65000,EDUCATION,A,7.74,24,3500,0,0.004688783196018156,Оплачен,Нет дефолтов в БКИ
3231,0.06,59000,MEDICAL,D,15.65,25,3500,1,0.9859148749451514,Дефолт,Нет дефолтов в БКИ
3232,0.18,36000,DEBTCONSOLIDATION,B,11.49,23,6400,0,0.14284342510881112,Оплачен,Нет дефолтов в БКИ
3233,0.22,30000,HOMEIMPROVEMENT,A,6.99,23,6725,1,0.46213566827697256,Дефолт,Нет дефолтов в БКИ
3234,0.05,66660,EDUCATION,B,11.011694892245036,25,3500,0,0.05809154752669088,Оплачен,Нет дефолтов в БКИ
3235,0.14,36000,PERSONAL,C,14.79,23,5000,0,0.28926652287639,Оплачен,Нет дефолтов в БКИ
3236,0.1,36000,PERSONAL,C,13.06,24,3500,0,0.12037755920108861,Оплачен,Были дефолты в БКИ
3237,0.05,70000,EDUCATION,A,5.42,23,3500,0,0.0007380073800738007,Оплачен,Нет дефолтов в БКИ
3238,0.05,64000,DEBTCONSOLIDATION,C,14.72,23,3500,1,0.262712190332142,Дефолт,Были дефолты в БКИ
3239,0.05,74000,EDUCATION,C,12.87,23,3500,0,0.17270822129313404,Оплачен,Были дефолты в БКИ
3240,0.05,68004,DEBTCONSOLIDATION,D,15.28,26,3500,1,0.8325724652664308,Дефолт,Были дефолты в БКИ
3241,0.05,74400,EDUCATION,A,7.29,24,3500,0,0.03428276807248147,Оплачен,Нет дефолтов в БКИ
3242,0.05,74880,EDUCATION,B,11.11,23,3500,0,0.03265898059954421,Оплачен,Нет дефолтов в БКИ
3243,0.05,75000,EDUCATION,A,7.29,22,3500,0,0.0053905375819830684,Оплачен,Нет дефолтов в БКИ
3244,0.05,77000,DEBTCONSOLIDATION,A,7.9,25,3500,0,0.029661339422787352,Оплачен,Нет дефолтов в БКИ
3245,0.04,78000,VENTURE,B,9.96,23,3500,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3246,0.04,81000,EDUCATION,B,10.75,23,3500,0,0.04844936752380518,Оплачен,Нет дефолтов в БКИ
3247,0.04,83500,HOMEIMPROVEMENT,C,11.011694892245036,25,3500,0,0.07722528744931943,Оплачен,Нет дефолтов в БКИ
3248,0.04,78000,DEBTCONSOLIDATION,B,11.83,24,3500,1,0.17078606549255249,Дефолт,Нет дефолтов в БКИ
3249,0.19,36000,DEBTCONSOLIDATION,B,11.11,24,7000,0,0.11980004845142052,Оплачен,Нет дефолтов в БКИ
3250,0.11,36000,MEDICAL,A,5.42,21,4000,0,0.03377187374577171,Оплачен,Нет дефолтов в БКИ
3251,0.04,94000,MEDICAL,B,11.49,23,3500,0,0.04516291043433282,Оплачен,Нет дефолтов в БКИ
3252,0.04,98000,DEBTCONSOLIDATION,A,8.07,23,3500,0,0.04041910797578099,Оплачен,Нет дефолтов в БКИ
3253,0.03,110000,EDUCATION,C,13.99,21,3500,0,0.024743129673059278,Оплачен,Были дефолты в БКИ
3254,0.14,26000,MEDICAL,A,6.62,23,3525,0,0.05842652062296998,Оплачен,Нет дефолтов в БКИ
3255,0.33,36000,EDUCATION,A,7.29,22,12000,0,0.5849972615643494,Оплачен,Нет дефолтов в БКИ
3256,0.1,36000,VENTURE,D,14.59,24,3525,0,0.4169133826061945,Оплачен,Были дефолты в БКИ
3257,0.08,45000,MEDICAL,A,11.011694892245036,26,3575,0,0.03976072326932376,Оплачен,Нет дефолтов в БКИ
3258,0.33,10800,VENTURE,C,12.23,22,3600,1,1.0,Дефолт,Были дефолты в БКИ
3259,0.31,36000,EDUCATION,A,5.42,21,11000,0,0.4359571839780424,Оплачен,Нет дефолтов в БКИ
3260,0.3,12000,DEBTCONSOLIDATION,B,9.62,25,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3261,0.3,12120,DEBTCONSOLIDATION,A,8.32,21,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3262,0.21,36000,EDUCATION,B,9.63,22,7500,0,0.07854132027695436,Оплачен,Нет дефолтов в БКИ
3263,0.25,36000,VENTURE,A,5.42,26,9000,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3264,0.07,30000,HOMEIMPROVEMENT,A,11.011694892245036,23,2200,1,0.6464278855590363,Дефолт,Нет дефолтов в БКИ
3265,0.06,36000,PERSONAL,A,11.011694892245036,22,2000,0,0.0879731213300629,Оплачен,Нет дефолтов в БКИ
3266,0.24,15000,PERSONAL,D,15.95,21,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3267,0.33,36000,VENTURE,B,10.74,23,12000,0,0.6032350966430224,Оплачен,Нет дефолтов в БКИ
3268,0.2,18000,MEDICAL,B,11.011694892245036,22,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3269,0.2,18000,HOMEIMPROVEMENT,A,6.91,22,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3270,0.19,18700,EDUCATION,A,8.9,22,3600,1,1.0,Дефолт,Нет дефолтов в БКИ
3271,0.18,20000,MEDICAL,B,11.71,24,3600,0,0.16965105953494217,Оплачен,Нет дефолтов в БКИ
3272,0.17,21600,PERSONAL,B,10.99,25,3600,0,0.08574743088644918,Оплачен,Нет дефолтов в БКИ
3273,0.15,24000,DEBTCONSOLIDATION,A,6.62,24,3600,1,0.14840589993550815,Дефолт,Нет дефолтов в БКИ
3274,0.13,36000,VENTURE,C,13.06,23,4800,0,0.07197228487113169,Оплачен,Были дефолты в БКИ
3275,0.15,24000,EDUCATION,B,11.99,21,3600,0,0.06401005725135304,Оплачен,Нет дефолтов в БКИ
3276,0.15,24000,MEDICAL,D,14.96,26,3600,1,0.8069967628250083,Дефолт,Нет дефолтов в БКИ
3277,0.15,24216,EDUCATION,D,16.49,23,3600,1,0.27546340023437377,Дефолт,Нет дефолтов в БКИ
3278,0.14,24996,MEDICAL,D,14.09,21,3600,1,0.8042860599626064,Дефолт,Нет дефолтов в БКИ
3279,0.14,26400,DEBTCONSOLIDATION,C,14.27,21,3600,0,0.19223676247054067,Оплачен,Были дефолты в БКИ
3280,0.12,30000,MEDICAL,D,15.99,26,3600,1,0.8412312783002438,Дефолт,Нет дефолтов в БКИ
3281,0.12,30000,PERSONAL,A,5.99,23,3600,0,0.05588803285405271,Оплачен,Нет дефолтов в БКИ
3282,0.12,30000,PERSONAL,A,7.49,24,3600,0,0.14282077839114754,Оплачен,Нет дефолтов в БКИ
3283,0.12,30000,DEBTCONSOLIDATION,B,10.99,22,3600,0,0.20716127373933194,Оплачен,Нет дефолтов в БКИ
3284,0.12,30000,VENTURE,A,8.49,24,3600,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
3285,0.22,36000,VENTURE,B,9.99,22,7750,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3286,0.44,36000,DEBTCONSOLIDATION,C,13.72,23,15800,0,0.728433132163484,Оплачен,Были дефолты в БКИ
3287,0.12,30000,PERSONAL,C,14.17,23,3600,0,0.2972029961168115,Оплачен,Нет дефолтов в БКИ
3288,0.12,30000,VENTURE,A,6.17,23,3600,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3289,0.05,36000,DEBTCONSOLIDATION,A,6.17,22,1800,0,0.02183217179096384,Оплачен,Нет дефолтов в БКИ
3290,0.13,36000,PERSONAL,A,6.91,24,4800,0,0.04683028214530922,Оплачен,Нет дефолтов в БКИ
3291,0.12,30000,VENTURE,B,12.21,22,3600,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
3292,0.12,30000,EDUCATION,B,9.7,23,3600,0,0.14257469333664807,Оплачен,Нет дефолтов в БКИ
3293,0.28,36000,DEBTCONSOLIDATION,A,5.42,22,10000,0,0.02597962874196058,Оплачен,Нет дефолтов в БКИ
3294,0.12,31000,VENTURE,B,12.69,22,3600,0,0.01070586062498759,Оплачен,Нет дефолтов в БКИ
3295,0.05,36000,VENTURE,A,6.54,23,1800,0,0.0,Оплачен,Нет дефолтов в БКИ
3296,0.12,31200,DEBTCONSOLIDATION,A,8.9,25,3600,0,0.15652799275949775,Оплачен,Нет дефолтов в БКИ
3297,0.41,36000,MEDICAL,C,12.61,23,14600,0,0.7467080049613831,Оплачен,Были дефолты в БКИ
3298,0.17,36000,EDUCATION,B,8.88,23,6000,0,0.07197228487113169,Оплачен,Нет дефолтов в БКИ
3299,0.11,31800,PERSONAL,A,7.51,25,3600,0,0.15077537265236657,Оплачен,Нет дефолтов в БКИ
3300,0.11,32000,MEDICAL,A,7.49,24,3600,0,0.11450776671601773,Оплачен,Нет дефолтов в БКИ
3301,0.11,32000,PERSONAL,A,9.63,23,3600,0,0.1715316828302998,Оплачен,Нет дефолтов в БКИ
3302,0.11,33000,MEDICAL,B,10.0,25,3600,1,0.1593949706991246,Дефолт,Нет дефолтов в БКИ
3303,0.1,35000,PERSONAL,B,11.83,22,3600,0,0.0628930996492574,Оплачен,Нет дефолтов в БКИ
3304,0.33,36000,PERSONAL,A,7.51,22,12000,0,0.6809714647796008,Оплачен,Нет дефолтов в БКИ
3305,0.1,36000,EDUCATION,C,15.23,25,3600,0,0.14209435448825306,Оплачен,Нет дефолтов в БКИ
3306,0.1,36000,EDUCATION,C,12.99,22,3600,0,0.08779779926194695,Оплачен,Нет дефолтов в БКИ
3307,0.17,36000,PERSONAL,A,7.88,25,6000,0,0.0606639491053788,Оплачен,Нет дефолтов в БКИ
3308,0.1,36000,PERSONAL,A,5.99,22,3600,0,0.03244411587126558,Оплачен,Нет дефолтов в БКИ
3309,0.1,36000,DEBTCONSOLIDATION,A,7.29,24,3600,0,0.06095483833730795,Оплачен,Нет дефолтов в БКИ
3310,0.28,36000,PERSONAL,B,10.75,26,10000,0,0.06750045728135799,Оплачен,Нет дефолтов в БКИ
3311,0.13,30000,MEDICAL,D,16.32,23,4000,1,0.8420286340975995,Дефолт,Были дефолты в БКИ
3312,0.1,37008,EDUCATION,B,12.42,22,3600,0,0.1006980837105111,Оплачен,Нет дефолтов в БКИ
3313,0.5,36000,VENTURE,A,7.88,23,18000,0,0.47248887178896526,Оплачен,Нет дефолтов в БКИ
3314,0.09,38400,DEBTCONSOLIDATION,B,12.69,22,3600,0,0.0733297509344801,Оплачен,Нет дефолтов в БКИ
3315,0.09,38400,DEBTCONSOLIDATION,C,13.61,23,3600,0,0.06013347553804459,Оплачен,Нет дефолтов в БКИ
3316,0.09,36000,VENTURE,A,6.39,24,3250,0,0.0012841091492776886,Оплачен,Нет дефолтов в БКИ
3317,0.22,36000,MEDICAL,C,13.61,24,8000,0,0.10205554977385953,Оплачен,Нет дефолтов в БКИ
3318,0.33,36000,EDUCATION,D,15.21,22,12000,0,0.6586789855940988,Оплачен,Были дефолты в БКИ
3319,0.04,36000,PERSONAL,D,14.84,22,1400,0,0.42154809818597794,Оплачен,Были дефолты в БКИ
3320,0.11,36000,PERSONAL,A,6.76,26,4000,0,0.06727220219770864,Оплачен,Нет дефолтов в БКИ
3321,0.11,33772,HOMEIMPROVEMENT,D,16.02,25,3600,1,0.929667051138922,Дефолт,Были дефолты в БКИ
3322,0.09,40000,DEBTCONSOLIDATION,C,15.96,23,3600,0,0.1415845664544259,Оплачен,Были дефолты в БКИ
3323,0.13,36000,MEDICAL,A,7.51,22,4500,0,0.07647772688663282,Оплачен,Нет дефолтов в БКИ
3324,0.09,40000,MEDICAL,C,13.49,24,3600,0,0.03611729182106132,Оплачен,Нет дефолтов в БКИ
3325,0.13,36000,VENTURE,E,17.93,25,4800,0,0.523343922524296,Оплачен,Нет дефолтов в БКИ
3326,0.09,40000,MEDICAL,A,5.42,21,3600,0,0.007337439572356011,Оплачен,Нет дефолтов в БКИ
3327,0.15,36000,HOMEIMPROVEMENT,A,7.51,26,5400,0,0.15302624586102703,Оплачен,Нет дефолтов в БКИ
3328,0.25,36000,DEBTCONSOLIDATION,A,7.14,25,9000,0,0.06268516273658511,Оплачен,Нет дефолтов в БКИ
3329,0.13,36000,VENTURE,B,10.38,23,4800,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3330,0.09,40000,EDUCATION,B,10.59,24,3600,0,0.03782456210688522,Оплачен,Нет дефолтов в БКИ
3331,0.24,36000,EDUCATION,A,7.51,23,8500,0,0.06218888052841065,Оплачен,Нет дефолтов в БКИ
3332,0.09,40000,PERSONAL,A,6.17,22,3600,0,0.007045599606792992,Оплачен,Нет дефолтов в БКИ
3333,0.09,40000,DEBTCONSOLIDATION,B,11.12,24,3600,0,0.03907375844982342,Оплачен,Нет дефолтов в БКИ
3334,0.21,36000,VENTURE,A,7.14,22,7500,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3335,0.14,36000,VENTURE,B,11.011694892245036,25,5000,0,0.0020221165293514893,Оплачен,Нет дефолтов в БКИ
3336,0.17,36000,EDUCATION,A,7.51,22,6000,0,0.051850017244193226,Оплачен,Нет дефолтов в БКИ
3337,0.09,42000,VENTURE,C,14.72,22,3600,0,0.1225961104659699,Оплачен,Были дефолты в БКИ
3338,0.42,36000,VENTURE,B,11.36,23,15000,0,0.6270621019233845,Оплачен,Нет дефолтов в БКИ
3339,0.3,37000,EDUCATION,A,6.62,23,11000,0,0.1168280514605367,Оплачен,Нет дефолтов в БКИ
3340,0.29,37440,VENTURE,B,11.011694892245036,23,11000,0,0.0063438452208280805,Оплачен,Нет дефолтов в БКИ
3341,0.29,37950,EDUCATION,B,11.86,24,11000,0,0.0645861972639542,Оплачен,Нет дефолтов в БКИ
3342,0.06,36000,VENTURE,D,14.96,24,2000,0,0.2601964894972664,Оплачен,Нет дефолтов в БКИ
